,Name,Type,#,DOB,Age,Height,Weight,Gm,SOO,Recruited from,team,short_team
7,Jack Darling,Fwd-Tall-Key,27,"13 Jun, 1992",27 y 258 d,191 cm,95 kg,194,WA,West Perth,westcoasteagles,WCE
8,Liam Duggan,Mid-Med,14,"11 Dec, 1996",23 y 77 d,184 cm,83 kg,85,VIC,Western Jets,westcoasteagles,WCE
9,Luke Foley,Util-Med,29,"8 Oct, 1999",20 y 141 d,188 cm,75 kg,,WA,Subiaco,westcoasteagles,WCE
10,Andrew Gaff,Mid-Med,3,"16 Jun, 1992",27 y 255 d,183 cm,85 kg,195,VIC,Oakleigh Chargers,westcoasteagles,WCE
11,Tom Hickey,Ruck-Tall,16,"6 Mar, 1991",28 y 357 d,201 cm,96 kg,97,QLD,Morningside  ,westcoasteagles,WCE
12,Shannon Hurn,Def-Med-Gen,25,"4 Sep, 1987",32 y 175 d,187 cm,95 kg,267,SA,Central District,westcoasteagles,WCE
13,Mark Hutchings,Util-Med,34,"25 May, 1991",28 y 277 d,182 cm,83 kg,111,WA,East Perth,westcoasteagles,WCE
14,Callum Jamieson,Ruck-Tall,40,"31 Jul, 2000",19 y 210 d,200 cm,81 kg,,WA,Claremont,westcoasteagles,WCE
15,Lewis Jetta,Mid-Med,23,"4 May, 1989",30 y 298 d,182 cm,80 kg,193,WA,Swan Districts,westcoasteagles,WCE
16,Ben Johnson,Def-Med-Gen,38,"6 Mar, 2001",18 y 357 d,180 cm,65 kg,,WA,West Perth,westcoasteagles,WCE
17,Tim Kelly,Mid-Med,11,"26 Jul, 1994",25 y 215 d,182 cm,81 kg,45,WA,South Fremantle,westcoasteagles,WCE
18,Josh J. Kennedy,Fwd-Tall-Key,17,"25 Aug, 1987",32 y 185 d,196 cm,102 kg,241,WA,East Fremantle,westcoasteagles,WCE
19,Jeremy McGovern,Def-Tall-Key,20,"15 Apr, 1992",27 y 317 d,196 cm,99 kg,124,WA,Claremont,westcoasteagles,WCE
20,Nic Naitanui,Ruck-Tall,9,"4 May, 1990",29 y 298 d,201 cm,110 kg,164,WA,Swan Districts,westcoasteagles,WCE
21,Jackson Nelson,Def-Med-Gen,30,"15 Mar, 1996",23 y 348 d,187 cm,85 kg,53,VIC,Geelong Falcons,westcoasteagles,WCE
22,Xavier O'Neill,Mid-Med,24,"3 Aug, 2000",19 y 207 d,185 cm,81 kg,,VIC,Oakleigh Chargers,westcoasteagles,WCE
23,Jack Petruccelle,Mid-Med,21,"12 Apr, 1999",20 y 320 d,185 cm,80 kg,22,VIC,Northern Knights,westcoasteagles,WCE
24,Jack Redden,Mid-Med,8,"9 Dec, 1990",29 y 79 d,190 cm,85 kg,209,SA,Glenelg,westcoasteagles,WCE
25,Willie Rioli,Fwd-Smal-Gen,44,"4 Jun, 1995",24 y 267 d,175 cm,77 kg,37,SA,Glenelg,westcoasteagles,WCE
26,Josh Rotham,Def-Tall-Gen,35,"25 Feb, 1998",22 y 1 d,193 cm,86 kg,4,WA,West Perth,westcoasteagles,WCE
27,Liam Ryan,Fwd-Smal-Gen,1,"2 Oct, 1996",23 y 147 d,179 cm,72 kg,35,WA,Claremont,westcoasteagles,WCE
28,Will Schofield,Def-Tall-Key,31,"24 Jan, 1989",31 y 33 d,196 cm,94 kg,188,VIC,Geelong Falcons,westcoasteagles,WCE
29,Dom Sheed,Mid-Med,4,"10 Apr, 1995",24 y 322 d,185 cm,87 kg,100,WA,Subiaco,westcoasteagles,WCE
30,Brad Sheppard,Def-Med-Gen,5,"23 May, 1991",28 y 279 d,187 cm,85 kg,176,WA,East Perth,westcoasteagles,WCE
31,Luke Shuey,Mid-Med,13,"2 Jun, 1990",29 y 269 d,183 cm,90 kg,199,VIC,Oakleigh Chargers,westcoasteagles,WCE
32,Nathan Vardy,Ruck-Tall,19,"25 Jun, 1991",28 y 246 d,200 cm,98 kg,67,VIC,Gippsland Power,westcoasteagles,WCE
33,Daniel Venables,Fwd-Med-Gen,18,"19 Nov, 1998",21 y 99 d,187 cm,84 kg,21,VIC,Western Jets,westcoasteagles,WCE
34,Jake Waterman,Fwd-Tall-Key,2,"6 May, 1998",21 y 296 d,191 cm,92 kg,27,WA,Perth,westcoasteagles,WCE
35,Bailey J. Williams,Ruck-Tall,32,"17 Apr, 2000",19 y 315 d,199 cm,95 kg,,VIC,Dandenong Stingrays,westcoasteagles,WCE
36,Elliot Yeo,Util-Med,6,"1 Oct, 1993",26 y 148 d,190 cm,89 kg,153,WA,East Fremantle,westcoasteagles,WCE
37, Brendon Ah Chee,Fwd-Med-Gen,41,"21 Dec, 1993",26 y 67 d,189 cm,88 kg,36,WA,South Fremantle,westcoasteagles,WCE
38, Hamish Brayshaw,Mid-Med,22,"9 Feb, 1998",22 y 17 d,187 cm,90 kg,,VIC,Sandringham Dragons,westcoasteagles,WCE
39, Harry Edwards,Def-Tall-Key,42,"1 Oct, 2000",19 y 148 d,197 cm,87 kg,,WA,Swan Districts,westcoasteagles,WCE
40, Mitchell O'Neill,Mid-Smal,45,"21 Feb, 2001",19 y 5 d,178 cm,69 kg,,TAS,Tasmania Devils,westcoasteagles,WCE
41, Anthony Treacy,Fwd-Med-Gen,43,"12 Apr, 1997",22 y 320 d,182 cm,65 kg,,WA,Claremont,westcoasteagles,WCE
42, Francis Watson,Def-Med-Gen,26,"29 Sep, 1995",24 y 150 d,187 cm,81 kg,2,WA,Claremont,westcoasteagles,WCE
0,Lachlan Ash,Def-Med-Gen,7,"21 Jun, 2001",18 y 250 d,186 cm,80 kg,,VIC,Murray Bushrangers,westernsydneygiants,GWS
1,Kieren Briggs,Ruck-Tall,32,"6 Oct, 1999",20 y 143 d,200 cm,103 kg,,NSW,GWS Academy,westernsydneygiants,GWS
2,Matthew Buntine,Def-Med-Gen,21,"19 Oct, 1993",26 y 130 d,189 cm,84 kg,59,VIC,Dandenong Stingrays,westernsydneygiants,GWS
3,Jye Caldwell,Util-Med,5,"28 Sep, 2000",19 y 151 d,183 cm,82 kg,2,VIC,Bendigo Pioneers,westernsydneygiants,GWS
4,Jeremy Cameron,Fwd-Tall-Key,18,"1 Apr, 1993",26 y 331 d,196 cm,96 kg,149,VIC,North Ballarat,westernsydneygiants,GWS
5,Stephen Coniglio,Mid-Med,3,"15 Dec, 1993",26 y 73 d,182 cm,86 kg,132,WA,Swan Districts,westernsydneygiants,GWS
6,Aidan Corr,Def-Tall-Key,35,"17 May, 1994",25 y 285 d,195 cm,97 kg,79,VIC,Northern Knights,westernsydneygiants,GWS
7,Isaac Cumming,Def-Med-Gen,13,"11 Aug, 1998",21 y 199 d,184 cm,83 kg,7,NSW,Broken Hill,westernsydneygiants,GWS
8,Brent Daniels,Fwd-Smal-Gen,16,"9 Mar, 1999",20 y 354 d,170 cm,74 kg,29,VIC,Bendigo Pioneers,westernsydneygiants,GWS
9,Phil Davis,Def-Tall-Key,1,"30 Aug, 1990",29 y 180 d,197 cm,96 kg,161,SA,North Adelaide,westernsydneygiants,GWS
10,Matthew de Boer,Util-Med,24,"10 Mar, 1990",29 y 353 d,189 cm,87 kg,182,WA,Claremont,westernsydneygiants,GWS
11,Jeremy Finlayson,Def-Tall-Gen,31,"9 Feb, 1996",24 y 17 d,196 cm,93 kg,34,NSW,Sydney Hills Eagles,westernsydneygiants,GWS
12,Matthew Flynn,Ruck-Tall,30,"13 Sep, 1997",22 y 166 d,200 cm,103 kg,,NSW,Narrandera,westernsydneygiants,GWS
13,Zac Giles-Langdon,Fwd-Smal-Gen,17,"13 Nov, 1995",24 y 105 d,177 cm,81 kg,24,WA,Claremont,westernsydneygiants,GWS
14,Tom Green,Mid-Med,12,"23 Jan, 2001",19 y 34 d,188 cm,82 kg,,NSW,GWS Academy,westernsydneygiants,GWS
15,Toby Greene,Fwd-Med-Gen,4,"25 Sep, 1993",26 y 154 d,182 cm,83 kg,141,VIC,Oakleigh Chargers,westernsydneygiants,GWS
16,Jackson Hately,Mid-Tall,9,"21 Oct, 2000",19 y 128 d,190 cm,83 kg,7,SA,Central District,westernsydneygiants,GWS
17,Nick Haynes,Def-Tall-Key,19,"18 May, 1992",27 y 284 d,193 cm,90 kg,123,VIC,Dandenong Stingrays,westernsydneygiants,GWS
18,Ian Hill,Fwd-Smal-Gen,37,"9 Feb, 2000",20 y 17 d,175 cm,66 kg,7,WA,Perth,westernsydneygiants,GWS
19,Harrison Himmelberg,Fwd-Tall-Key,27,"8 May, 1996",23 y 294 d,194 cm,92 kg,61,NSW,Eastlake,westernsydneygiants,GWS
20,Jacob Hopper,Mid-Med,2,"6 Feb, 1997",23 y 20 d,187 cm,87 kg,62,NSW,North Ballarat,westernsydneygiants,GWS
21,Thomas Hutchesson,Mid-Smal,20,"4 Apr, 1995",24 y 328 d,177 cm,72 kg,,SA,Adelaide SANFL,westernsydneygiants,GWS
22,Connor Idun,Util-Tall,39,"29 Jul, 2000",19 y 212 d,191 cm,91 kg,1,VIC,Geelong Falcons,westernsydneygiants,GWS
23,Sam Jacobs,Ruck-Tall,10,"10 Apr, 1988",31 y 322 d,200 cm,102 kg,201,SA,Woodville West Torrens,westernsydneygiants,GWS
24,Lachlan Keeffe,Def-Tall-Key,25,"14 Apr, 1990",29 y 318 d,204 cm,102 kg,57,QLD,Queensland under 18s,westernsydneygiants,GWS
25,Josh Kelly,Mid-Med,22,"12 Feb, 1995",25 y 14 d,184 cm,83 kg,113,VIC,Sandringham Dragons,westernsydneygiants,GWS
26,Adam Kennedy,Def-Med-Gen,40,"12 Jul, 1992",27 y 229 d,182 cm,80 kg,111,VIC,Western Jets,westernsydneygiants,GWS
27,Daniel Lloyd,Mid-Med,38,"18 Feb, 1992",28 y 8 d,187 cm,85 kg,35,NSW,Killarney Vale,westernsydneygiants,GWS
28, Shane Mumford,Ruck-Tall,41,"5 Jul, 1986",33 y 236 d,198 cm,105 kg,186,VIC,Geelong,westernsydneygiants,GWS
29,Xavier O'Halloran,Mid-Med,33,"11 Jul, 2000",19 y 230 d,186 cm,84 kg,,VIC,Western Jets,westernsydneygiants,GWS
30,Harry Perryman,Def-Med-Gen,36,"19 Dec, 1998",21 y 69 d,184 cm,80 kg,32,NSW,Colingullie,westernsydneygiants,GWS
31, Sam J. Reid,Fwd-Med-Gen,50,"7 Nov, 1989",30 y 111 d,188 cm,85 kg,86,QLD,Zillmere,westernsydneygiants,GWS
32,Jake Riccardi,Fwd-Tall-Key,26,"7 Nov, 1999",20 y 111 d,195 cm,92 kg,,VIC,Werribee Tigers,westernsydneygiants,GWS
33,Heath Shaw,Def-Med-Gen,23,"27 Nov, 1985",34 y 91 d,183 cm,86 kg,302,VIC,Northern Knights,westernsydneygiants,GWS
34,Nicholas Shipley,Mid-Med,34,"25 Jun, 1999",20 y 246 d,188 cm,92 kg,2,NSW,St George,westernsydneygiants,GWS
35,Tim Taranto,Fwd-Med-Gen,14,"28 Jan, 1998",22 y 29 d,187 cm,87 kg,59,VIC,Sandringham Dragons,westernsydneygiants,GWS
36,Sam Taylor,Def-Tall-Key,15,"5 May, 1999",20 y 297 d,196 cm,93 kg,26,WA,Swan Districts,westernsydneygiants,GWS
37,Callan Ward,Mid-Med,8,"10 Apr, 1990",29 y 322 d,187 cm,84 kg,216,VIC,Western Jets,westernsydneygiants,GWS
38,Lachie Whitfield,Mid-Med,6,"18 Jul, 1994",25 y 223 d,187 cm,81 kg,129,VIC,Dandenong Stingrays,westernsydneygiants,GWS
39,Zac Williams,Def-Med-Gen,29,"20 Sep, 1994",25 y 159 d,185 cm,84 kg,97,NSW,Narrandera,westernsydneygiants,GWS
40, Callum M. Brown,Fwd-Med-Gen,46,"15 Aug, 2000",19 y 195 d,188 cm,91 kg,,N/A,County Derry,westernsydneygiants,GWS
41, Jack Buckley,Fwd-Tall-Key,44,"17 Dec, 1997",22 y 71 d,193 cm,87 kg,,NSW,UNSW,westernsydneygiants,GWS
42, Thomas Sheridan,,11,"28 Oct, 1993",26 y 121 d,187 cm,82 kg,81,VIC,Calder Cannons,westernsydneygiants,GWS
43, Zachary Sproule,Util-Tall,28,"12 May, 1998",21 y 290 d,197 cm,92 kg,1,NSW,Murray Bushrangers,westernsydneygiants,GWS
44, Jake Stein,Def-Tall-Key,42,"17 Jan, 1994",26 y 40 d,195 cm,95 kg,5,NSW,Penrith,westernsydneygiants,GWS
